epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,1058.35,1.43632,1.51425,1.52037,1.34128,0.58249,0.38943,0.46528,0.29586,0.71742,0.33268,0.4539,0.28421,1.3316,1.37718,1.46099,1.45429,0.0093763,0.0093763,0.0093763
128,1066.63,1.44404,1.53609,1.53322,1.32607,0.61434,0.37965,0.47372,0.31103,0.64185,0.36595,0.46304,0.29206,1.29438,1.37607,1.44538,1.43492,0.00937135,0.00937135,0.00937135
129,1075.01,1.44606,1.46841,1.49199,1.3305,0.6551,0.38286,0.48133,0.32829,0.64251,0.38943,0.47215,0.30317,1.26532,1.36439,1.46617,1.41411,0.0093664,0.0093664,0.0093664
130,1083.43,1.47568,1.5252,1.54753,1.33248,0.68135,0.39333,0.49787,0.34326,0.65817,0.39335,0.48764,0.32101,1.26777,1.37965,1.39077,1.4192,0.00936145,0.00936145,0.00936145
131,1091.8,1.43143,1.51143,1.49781,1.32476,0.66311,0.40117,0.49431,0.34252,0.65987,0.39922,0.48959,0.30453,1.24961,1.38125,1.44393,1.39888,0.0093565,0.0093565,0.0093565
132,1100.07,1.42263,1.45189,1.47992,1.31425,0.63292,0.40509,0.49575,0.34059,0.63598,0.40705,0.49402,0.30272,1.22336,1.40111,1.36514,1.38309,0.00935155,0.00935155,0.00935155
133,1108.41,1.49308,1.57809,1.53824,1.36691,0.74562,0.37858,0.49542,0.3312,0.74177,0.37663,0.49185,0.28975,1.23111,1.4016,1.34674,1.39388,0.0093466,0.0093466,0.0093466
134,1116.92,1.47646,1.56048,1.55728,1.34608,0.65946,0.37573,0.49288,0.33757,0.65603,0.37378,0.4788,0.29753,1.21943,1.38973,1.4163,1.3966,0.00934165,0.00934165,0.00934165
135,1125.3,1.47077,1.52858,1.5371,1.34617,0.57495,0.43677,0.49925,0.3542,0.63189,0.39639,0.48868,0.30067,1.20104,1.36785,1.36641,1.37704,0.0093367,0.0093367,0.0093367
136,1133.66,1.43247,1.46029,1.53244,1.31916,0.68872,0.40267,0.49747,0.32601,0.68221,0.40331,0.4934,0.2889,1.19895,1.37348,1.4569,1.3941,0.00933175,0.00933175,0.00933175
137,1142.1,1.38134,1.46052,1.47773,1.33055,0.67749,0.39465,0.49078,0.32896,0.66741,0.38878,0.48345,0.29124,1.25911,1.43782,1.46321,1.41769,0.0093268,0.0093268,0.0093268
138,1150.2,1.45019,1.54786,1.53443,1.36514,0.6142,0.41096,0.50048,0.33584,0.62915,0.40509,0.49185,0.28918,1.2977,1.4206,1.38274,1.42482,0.00932185,0.00932185,0.00932185
139,1158.86,1.46629,1.49631,1.53079,1.30751,0.58249,0.41292,0.49723,0.34208,0.57747,0.40705,0.48962,0.30777,1.25631,1.41808,1.38065,1.40441,0.0093169,0.0093169,0.0093169
140,1167.23,1.43412,1.48641,1.51489,1.31696,0.62087,0.40059,0.49309,0.33037,0.61784,0.39864,0.49633,0.29643,1.25652,1.41465,1.39326,1.39655,0.00931195,0.00931195,0.00931195
141,1175.68,1.43678,1.46432,1.50232,1.3065,0.63425,0.409,0.50241,0.33502,0.622,0.40313,0.49336,0.31058,1.29601,1.35035,1.51207,1.42167,0.009307,0.009307,0.009307
142,1184.28,1.49744,1.5529,1.58233,1.36051,0.66537,0.41096,0.51596,0.33129,0.64888,0.40117,0.50257,0.3148,1.26779,1.34449,1.33906,1.40711,0.00930205,0.00930205,0.00930205
143,1192.65,1.46566,1.50467,1.5222,1.29809,0.72237,0.37965,0.49836,0.34335,0.70375,0.36986,0.4846,0.30492,1.24402,1.38319,1.37384,1.41025,0.0092971,0.0092971,0.0092971
144,1200.91,1.39122,1.47048,1.46254,1.30496,0.6756,0.39726,0.50947,0.35162,0.67227,0.3953,0.50063,0.31249,1.22194,1.40246,1.3485,1.39511,0.00929215,0.00929215,0.00929215
145,1209.2,1.4276,1.5344,1.51076,1.33052,0.69832,0.36986,0.49135,0.3342,0.69432,0.36894,0.48223,0.29337,1.23907,1.38976,1.42637,1.3985,0.0092872,0.0092872,0.0092872
146,1217.56,1.48151,1.52263,1.53631,1.33007,0.62607,0.43836,0.51203,0.35085,0.69252,0.40109,0.50506,0.30515,1.28027,1.41107,1.39575,1.41544,0.00928225,0.00928225,0.00928225
147,1225.92,1.40646,1.55225,1.49501,1.29399,0.73242,0.37378,0.49779,0.33515,0.73242,0.37378,0.49827,0.30742,1.30938,1.41929,1.38949,1.43614,0.0092773,0.0092773,0.0092773
148,1234.32,1.34257,1.44381,1.42896,1.3046,0.6879,0.36791,0.48454,0.32443,0.67692,0.36204,0.4788,0.2875,1.31355,1.37652,1.4475,1.44583,0.00927235,0.00927235,0.00927235
149,1242.72,1.45474,1.54901,1.52842,1.32572,0.68568,0.37995,0.49728,0.32646,0.58166,0.41879,0.49665,0.29767,1.26983,1.34553,1.45521,1.41441,0.0092674,0.0092674,0.0092674
150,1251.21,1.4629,1.52544,1.5123,1.32228,0.62857,0.41879,0.50688,0.34628,0.62315,0.42067,0.49712,0.30091,1.23808,1.35447,1.411,1.38813,0.00926245,0.00926245,0.00926245
151,1259.52,1.4078,1.49987,1.47748,1.31604,0.65545,0.39139,0.4946,0.33132,0.64781,0.38748,0.49105,0.30993,1.25628,1.33347,1.4243,1.40235,0.0092575,0.0092575,0.0092575
152,1267.72,1.45798,1.57074,1.50427,1.33846,0.64347,0.40705,0.49484,0.33945,0.63728,0.40313,0.49179,0.30779,1.27547,1.32403,1.41386,1.41499,0.00925255,0.00925255,0.00925255
153,1276.19,1.45736,1.51376,1.49694,1.33531,0.70829,0.37378,0.4929,0.34297,0.71108,0.36986,0.48261,0.30004,1.32465,1.34667,1.62206,1.44616,0.0092476,0.0092476,0.0092476
154,1284.48,1.46263,1.48792,1.50408,1.31563,0.67804,0.40117,0.5003,0.34303,0.6582,0.38943,0.48837,0.30234,1.34043,1.35456,1.41882,1.4467,0.00924265,0.00924265,0.00924265
155,1293,1.41337,1.48305,1.46005,1.28055,0.69925,0.38674,0.50258,0.33724,0.71542,0.36399,0.4908,0.30548,1.31502,1.36537,1.43052,1.42363,0.0092377,0.0092377,0.0092377
156,1301.45,1.44539,1.52682,1.51997,1.34012,0.73357,0.36399,0.49844,0.32806,0.71,0.37573,0.49256,0.3045,1.26028,1.3593,1.39199,1.39927,0.00923275,0.00923275,0.00923275
157,1309.85,1.4822,1.5174,1.52562,1.35342,0.65477,0.44227,0.52398,0.34151,0.68691,0.42466,0.51716,0.32466,1.28275,1.3362,1.38417,1.40814,0.0092278,0.0092278,0.0092278
158,1318.22,1.37704,1.46149,1.43924,1.30472,0.65788,0.42523,0.52131,0.3386,0.65444,0.4262,0.51489,0.31207,1.25739,1.35608,1.38708,1.3945,0.00922285,0.00922285,0.00922285
159,1326.67,1.45027,1.55713,1.53627,1.3371,0.69705,0.41292,0.51081,0.33257,0.68384,0.40509,0.50117,0.30358,1.24349,1.36174,1.33592,1.38606,0.0092179,0.0092179,0.0092179
160,1335.2,1.44664,1.48796,1.51082,1.3029,0.69632,0.41487,0.50802,0.35054,0.6799,0.40509,0.49154,0.3139,1.25871,1.34581,1.37447,1.40181,0.00921295,0.00921295,0.00921295
161,1343.45,1.39254,1.43108,1.46672,1.31706,0.68581,0.41008,0.50846,0.33406,0.67419,0.40313,0.50504,0.30746,1.22075,1.37577,1.35009,1.38849,0.009208,0.009208,0.009208
162,1351.87,1.46551,1.53877,1.50456,1.31884,0.70299,0.40705,0.51707,0.3348,0.69961,0.41683,0.50731,0.31618,1.24909,1.41419,1.32531,1.3921,0.00920305,0.00920305,0.00920305
163,1360.1,1.41215,1.49419,1.46972,1.2907,0.65689,0.41096,0.50432,0.32673,0.65592,0.41035,0.49975,0.29872,1.26361,1.40115,1.43934,1.4183,0.0091981,0.0091981,0.0091981
164,1368.43,1.48525,1.59267,1.55316,1.33739,0.71676,0.38552,0.50139,0.32496,0.67309,0.37769,0.49058,0.30044,1.30375,1.37544,1.3706,1.42469,0.00919315,0.00919315,0.00919315
165,1376.73,1.45348,1.50205,1.49945,1.32434,0.70605,0.41292,0.51939,0.34367,0.69645,0.39726,0.50195,0.30709,1.26122,1.36727,1.36665,1.40774,0.0091882,0.0091882,0.0091882
166,1384.93,1.37717,1.45951,1.45749,1.25362,0.70676,0.37965,0.50472,0.3324,0.68855,0.36986,0.49496,0.31617,1.23701,1.33914,1.34595,1.39506,0.00918325,0.00918325,0.00918325
167,1393.19,1.31439,1.38627,1.40505,1.26437,0.6598,0.41096,0.51554,0.34628,0.63371,0.40628,0.50433,0.3172,1.22447,1.34349,1.33513,1.37882,0.0091783,0.0091783,0.0091783
168,1401.43,1.38222,1.45594,1.45365,1.29507,0.68826,0.41096,0.51709,0.35811,0.684,0.40117,0.50637,0.32769,1.25494,1.36123,1.38451,1.40863,0.00917335,0.00917335,0.00917335
169,1409.8,1.4484,1.52816,1.51152,1.3076,0.67639,0.3816,0.50935,0.34335,0.65198,0.3816,0.49814,0.32813,1.2661,1.33941,1.3842,1.40666,0.0091684,0.0091684,0.0091684
170,1418,1.39008,1.4802,1.44445,1.28327,0.64893,0.3979,0.5054,0.3254,0.6585,0.40377,0.50499,0.29599,1.32954,1.34866,1.37163,1.44568,0.00916345,0.00916345,0.00916345
171,1426.31,1.37701,1.44929,1.47421,1.30025,0.64101,0.40117,0.50717,0.3513,0.63904,0.39726,0.50165,0.32122,1.23674,1.36511,1.34296,1.40067,0.0091585,0.0091585,0.0091585
172,1434.59,1.38959,1.47883,1.46787,1.31253,0.69843,0.40509,0.51576,0.37017,0.68536,0.39726,0.50656,0.31635,1.19962,1.33329,1.29645,1.39097,0.00915355,0.00915355,0.00915355
173,1442.86,1.4579,1.56268,1.50896,1.33144,0.62284,0.43836,0.52327,0.36772,0.61648,0.43249,0.51586,0.3229,1.23263,1.33402,1.31658,1.40209,0.0091486,0.0091486,0.0091486
174,1451.2,1.4629,1.52992,1.50855,1.30304,0.64524,0.42661,0.51865,0.36242,0.64065,0.42074,0.51104,0.31801,1.21159,1.33016,1.3038,1.36603,0.00914365,0.00914365,0.00914365
175,1459.5,1.44643,1.53239,1.49118,1.3238,0.64948,0.41487,0.52114,0.3428,0.65187,0.41407,0.51059,0.32172,1.18711,1.36137,1.27666,1.35592,0.0091387,0.0091387,0.0091387
176,1467.72,1.40478,1.48397,1.47434,1.32264,0.65155,0.42074,0.51527,0.34693,0.61032,0.42661,0.51132,0.3144,1.23501,1.35993,1.30749,1.39145,0.00913375,0.00913375,0.00913375
177,1476.11,1.42206,1.48856,1.48689,1.29818,0.64036,0.41096,0.51518,0.35022,0.63121,0.40509,0.50374,0.32735,1.21476,1.37705,1.33167,1.39211,0.0091288,0.0091288,0.0091288
178,1484.56,1.42899,1.47962,1.50306,1.30268,0.67793,0.37769,0.5035,0.3539,0.67875,0.38356,0.50342,0.31969,1.16049,1.38306,1.33407,1.35907,0.00912385,0.00912385,0.00912385
179,1492.92,1.38927,1.47889,1.48052,1.3156,0.62701,0.39806,0.49714,0.35199,0.68767,0.37769,0.497,0.30806,1.23835,1.35637,1.38984,1.39476,0.0091189,0.0091189,0.0091189
180,1501.2,1.38318,1.44193,1.44107,1.30489,0.65203,0.34834,0.47128,0.33335,0.65203,0.34834,0.46794,0.30221,1.18133,1.37921,1.58618,1.37318,0.00911395,0.00911395,0.00911395
181,1509.47,1.3809,1.47736,1.45462,1.29884,0.66355,0.40313,0.51643,0.33133,0.65066,0.3953,0.50275,0.31322,1.2728,1.35702,1.34755,1.40531,0.009109,0.009109,0.009109
182,1517.72,1.44032,1.53752,1.51126,1.32422,0.61507,0.44618,0.51923,0.34659,0.60698,0.44031,0.5073,0.31625,1.221,1.36793,1.28191,1.37741,0.00910405,0.00910405,0.00910405
183,1526.09,1.4113,1.46198,1.4774,1.30488,0.62515,0.42661,0.5112,0.35808,0.61081,0.41683,0.49684,0.31271,1.28449,1.37379,1.37121,1.41493,0.0090991,0.0090991,0.0090991
184,1534.28,1.39648,1.562,1.47146,1.31973,0.71305,0.37769,0.51201,0.33803,0.70196,0.37182,0.49702,0.29845,1.30675,1.3259,1.34939,1.42271,0.00909415,0.00909415,0.00909415
185,1542.47,1.39774,1.43769,1.45435,1.28111,0.6957,0.38943,0.51285,0.3489,0.7165,0.38748,0.50657,0.30236,1.21986,1.32431,1.30196,1.38134,0.0090892,0.0090892,0.0090892
186,1550.81,1.37617,1.46139,1.41752,1.28368,0.67332,0.40117,0.50785,0.3378,0.64649,0.40083,0.48864,0.30169,1.27089,1.32931,1.39369,1.40167,0.00908425,0.00908425,0.00908425
187,1559.13,1.40773,1.46623,1.46758,1.33888,0.67855,0.39657,0.50112,0.32696,0.65846,0.38483,0.48172,0.29126,1.26863,1.36667,1.3891,1.3841,0.0090793,0.0090793,0.0090793
188,1567.4,1.4025,1.48084,1.46247,1.29475,0.71788,0.3953,0.51738,0.32573,0.70858,0.39018,0.50955,0.30847,1.27181,1.37383,1.34619,1.39822,0.00907435,0.00907435,0.00907435
189,1575.8,1.40175,1.49252,1.46391,1.30403,0.76865,0.37769,0.51196,0.33299,0.74886,0.36763,0.50222,0.30333,1.23181,1.40102,1.36646,1.37968,0.0090694,0.0090694,0.0090694
190,1584.16,1.37934,1.45518,1.42595,1.2691,0.75406,0.37378,0.51019,0.35469,0.7269,0.37182,0.50597,0.3209,1.21826,1.38178,1.34084,1.372,0.00906445,0.00906445,0.00906445
191,1592.49,1.45297,1.5315,1.53662,1.33259,0.71003,0.41292,0.52334,0.35367,0.6661,0.42553,0.52078,0.33582,1.2087,1.36905,1.33842,1.37403,0.0090595,0.0090595,0.0090595
192,1601.27,1.40352,1.45267,1.43736,1.30321,0.70457,0.41487,0.51157,0.36171,0.69128,0.40705,0.50163,0.30615,1.1652,1.36803,1.26308,1.35012,0.00905455,0.00905455,0.00905455
193,1609.95,1.43832,1.51774,1.49027,1.32373,0.68961,0.40313,0.51448,0.35937,0.64478,0.41683,0.50844,0.30971,1.24329,1.34744,1.42622,1.39402,0.0090496,0.0090496,0.0090496
194,1618.3,1.36819,1.47022,1.45214,1.28657,0.68202,0.41975,0.52087,0.35886,0.65038,0.43053,0.52547,0.32404,1.28154,1.35874,1.39618,1.40264,0.00904465,0.00904465,0.00904465
195,1626.72,1.40373,1.48922,1.4718,1.32964,0.67621,0.38943,0.51194,0.35263,0.67621,0.38943,0.51031,0.31789,1.22434,1.33588,1.31434,1.37573,0.0090397,0.0090397,0.0090397
196,1634.88,1.4066,1.47746,1.44914,1.28628,0.75505,0.37399,0.5069,0.35374,0.73426,0.37573,0.49987,0.31962,1.26794,1.3363,1.36164,1.39813,0.00903475,0.00903475,0.00903475
197,1643.16,1.40771,1.50874,1.44741,1.30477,0.68831,0.409,0.51389,0.35634,0.65182,0.41879,0.51816,0.31972,1.2017,1.33435,1.26949,1.36358,0.0090298,0.0090298,0.0090298
198,1651.47,1.39364,1.48873,1.44075,1.29413,0.594,0.43232,0.51602,0.34882,0.59668,0.43428,0.51248,0.30913,1.19566,1.33241,1.31524,1.36684,0.00902485,0.00902485,0.00902485
199,1659.86,1.43997,1.55019,1.50249,1.31345,0.67948,0.38583,0.51017,0.33429,0.67604,0.38387,0.50458,0.30018,1.21215,1.35416,1.32301,1.37624,0.0090199,0.0090199,0.0090199
200,1668.21,1.37273,1.41535,1.43514,1.27061,0.69229,0.39922,0.5205,0.33811,0.68488,0.39555,0.51833,0.28834,1.23339,1.36104,1.28511,1.38089,0.00901495,0.00901495,0.00901495
201,1676.51,1.42112,1.4538,1.44415,1.2886,0.59827,0.45465,0.53599,0.34163,0.59534,0.45401,0.52794,0.28807,1.26329,1.37865,1.3095,1.39455,0.00901,0.00901,0.00901
202,1684.76,1.38635,1.4989,1.43746,1.27585,0.74933,0.38748,0.52815,0.33683,0.71172,0.39618,0.51581,0.31801,1.23926,1.38181,1.26952,1.3824,0.00900505,0.00900505,0.00900505
203,1693.06,1.40175,1.47672,1.43554,1.28768,0.59535,0.43763,0.51851,0.34084,0.60334,0.42661,0.50915,0.32161,1.25211,1.35261,1.30826,1.37887,0.0090001,0.0090001,0.0090001
204,1701.57,1.41606,1.44895,1.45592,1.29447,0.70014,0.40667,0.5211,0.35663,0.68553,0.41683,0.51562,0.33149,1.18404,1.32685,1.30065,1.35118,0.00899515,0.00899515,0.00899515
205,1709.87,1.49688,1.55236,1.54037,1.33838,0.68258,0.40117,0.51766,0.35036,0.67486,0.39807,0.51216,0.31806,1.23112,1.31981,1.34557,1.37225,0.0089902,0.0089902,0.0089902
206,1718.06,1.3813,1.48834,1.45544,1.28101,0.86027,0.33072,0.50492,0.33289,0.71237,0.34638,0.49766,0.30559,1.23402,1.35906,1.34076,1.36704,0.00898525,0.00898525,0.00898525
207,1726.45,1.47957,1.54583,1.54003,1.34853,0.77797,0.36595,0.51689,0.35203,0.77216,0.36399,0.51191,0.31835,1.25548,1.3482,1.34062,1.38533,0.0089803,0.0089803,0.0089803
208,1735.07,1.3936,1.46859,1.43232,1.28088,0.72133,0.38552,0.51273,0.34409,0.69731,0.38943,0.5048,0.31041,1.22723,1.35597,1.37682,1.37872,0.00897535,0.00897535,0.00897535
209,1743.3,1.4119,1.49005,1.44724,1.29019,0.69155,0.3953,0.51109,0.33761,0.69498,0.39726,0.513,0.32431,1.25811,1.32986,1.38918,1.39194,0.0089704,0.0089704,0.0089704
210,1751.76,1.40436,1.47637,1.4679,1.32596,0.64589,0.41405,0.51974,0.35356,0.68346,0.40117,0.51309,0.33928,1.19448,1.32373,1.2777,1.35914,0.00896545,0.00896545,0.00896545
211,1760.09,1.39562,1.41143,1.41339,1.273,0.63968,0.44814,0.52821,0.36921,0.6313,0.44227,0.52299,0.32595,1.18877,1.3285,1.2668,1.36136,0.0089605,0.0089605,0.0089605
212,1768.51,1.47223,1.5361,1.53749,1.32966,0.60894,0.44031,0.52365,0.34427,0.60623,0.43836,0.52374,0.33036,1.22193,1.32354,1.34965,1.37689,0.00895555,0.00895555,0.00895555
213,1776.71,1.40057,1.46061,1.46024,1.31638,0.74645,0.40313,0.53201,0.35313,0.73195,0.3953,0.52128,0.32322,1.28002,1.35577,1.39722,1.40047,0.0089506,0.0089506,0.0089506
214,1785,1.37107,1.43755,1.43846,1.28179,0.671,0.41908,0.53614,0.35623,0.66732,0.41292,0.5292,0.31113,1.19779,1.41696,1.30817,1.37332,0.00894565,0.00894565,0.00894565
215,1793.24,1.37233,1.43665,1.41148,1.27554,0.68457,0.40773,0.53095,0.355,0.67472,0.40186,0.51615,0.31322,1.23456,1.40574,1.37905,1.38751,0.0089407,0.0089407,0.0089407
216,1801.53,1.4167,1.47605,1.46342,1.26919,0.53265,0.44227,0.50021,0.35947,0.51836,0.43808,0.4932,0.2988,1.18034,1.36052,1.40862,1.36395,0.00893575,0.00893575,0.00893575
217,1809.84,1.40697,1.47491,1.43878,1.27822,0.66639,0.41436,0.51678,0.36339,0.65859,0.41525,0.51143,0.32198,1.20683,1.31485,1.31855,1.35945,0.0089308,0.0089308,0.0089308
218,1818.08,1.37827,1.45442,1.4535,1.29979,0.6443,0.43836,0.52552,0.37013,0.66603,0.41759,0.51503,0.33229,1.18084,1.3212,1.27413,1.34721,0.00892585,0.00892585,0.00892585
219,1826.53,1.43989,1.52771,1.47762,1.31443,0.66044,0.43836,0.534,0.37263,0.6563,0.42973,0.52459,0.33408,1.18103,1.32432,1.26974,1.35344,0.0089209,0.0089209,0.0089209
220,1834.77,1.38337,1.45827,1.45303,1.28133,0.75872,0.39335,0.53662,0.36865,0.74739,0.38748,0.52712,0.33697,1.16993,1.34935,1.26996,1.34295,0.00891595,0.00891595,0.00891595
221,1843.11,1.37224,1.47281,1.42789,1.29317,0.6349,0.43249,0.52466,0.3661,0.61764,0.4364,0.51695,0.31512,1.21669,1.32802,1.33291,1.36217,0.008911,0.008911,0.008911
222,1851.37,1.41845,1.49033,1.47259,1.29741,0.60524,0.45205,0.54017,0.37249,0.60262,0.4501,0.53578,0.32584,1.22045,1.35117,1.32799,1.36973,0.00890605,0.00890605,0.00890605
223,1859.64,1.39164,1.41198,1.43434,1.29367,0.70571,0.40117,0.5288,0.36754,0.63935,0.43053,0.52408,0.31953,1.2225,1.35097,1.35231,1.38465,0.0089011,0.0089011,0.0089011
224,1867.9,1.39294,1.45635,1.42972,1.27339,0.63562,0.43836,0.52533,0.36452,0.64767,0.43249,0.51836,0.31792,1.20568,1.35763,1.31948,1.37436,0.00889615,0.00889615,0.00889615
225,1876.19,1.35392,1.45948,1.42921,1.30126,0.65005,0.41683,0.5223,0.34098,0.65005,0.41683,0.51383,0.30327,1.25754,1.35025,1.29631,1.38986,0.0088912,0.0088912,0.0088912
226,1884.46,1.41585,1.51616,1.475,1.30535,0.64965,0.42661,0.53125,0.36835,0.63475,0.41683,0.51646,0.32611,1.17974,1.3493,1.28861,1.3657,0.00888625,0.00888625,0.00888625
227,1892.74,1.36809,1.4273,1.43829,1.29384,0.64316,0.42661,0.52969,0.37343,0.63245,0.41879,0.51401,0.32125,1.21477,1.35239,1.29956,1.36829,0.0088813,0.0088813,0.0088813
228,1901.09,1.3676,1.42664,1.42928,1.26893,0.72681,0.37965,0.52397,0.35394,0.56403,0.44227,0.51872,0.30335,1.19621,1.40675,1.34077,1.36746,0.00887635,0.00887635,0.00887635
229,1909.42,1.32085,1.37981,1.34623,1.25482,0.71917,0.3953,0.51605,0.34053,0.71561,0.39335,0.51346,0.32489,1.23782,1.3326,1.38505,1.37824,0.0088714,0.0088714,0.0088714
230,1917.86,1.44153,1.49096,1.46095,1.29912,0.6738,0.4204,0.52431,0.34813,0.66439,0.41453,0.52208,0.32069,1.21191,1.33731,1.33331,1.36589,0.00886645,0.00886645,0.00886645
231,1926.16,1.40409,1.50726,1.44839,1.29045,0.6675,0.4364,0.53654,0.36641,0.6553,0.44814,0.53331,0.33085,1.19895,1.35901,1.27967,1.36021,0.0088615,0.0088615,0.0088615
232,1934.56,1.37784,1.44122,1.42066,1.27355,0.71566,0.41879,0.53595,0.37917,0.71566,0.41879,0.52918,0.33657,1.17657,1.29756,1.3108,1.35824,0.00885655,0.00885655,0.00885655
233,1942.9,1.42107,1.46504,1.46267,1.30555,0.63551,0.43053,0.53526,0.37525,0.75348,0.38879,0.52456,0.3194,1.16366,1.34498,1.29394,1.35524,0.0088516,0.0088516,0.0088516
234,1951.19,1.3705,1.42599,1.39901,1.28993,0.60801,0.41683,0.52068,0.3605,0.60801,0.41683,0.51729,0.31619,1.21644,1.33642,1.34566,1.36017,0.00884665,0.00884665,0.00884665
235,1959.59,1.37531,1.46593,1.42069,1.28692,0.60044,0.44995,0.53178,0.3629,0.59018,0.4501,0.52231,0.33799,1.21935,1.30576,1.35213,1.36547,0.0088417,0.0088417,0.0088417
236,1967.88,1.42418,1.50063,1.47255,1.30086,0.6525,0.44031,0.53903,0.3602,0.64759,0.43513,0.53113,0.34168,1.21285,1.30394,1.36635,1.36203,0.00883675,0.00883675,0.00883675
237,1976.13,1.42108,1.51025,1.45191,1.31916,0.67348,0.42661,0.53604,0.36521,0.67348,0.42661,0.53287,0.32575,1.23852,1.32746,1.36046,1.37658,0.0088318,0.0088318,0.0088318
238,1984.24,1.32675,1.4101,1.3709,1.26607,0.74785,0.38552,0.53011,0.36291,0.72706,0.39922,0.52483,0.33239,1.21315,1.31393,1.32309,1.36549,0.00882685,0.00882685,0.00882685
239,1992.56,1.3711,1.44879,1.42065,1.26413,0.6673,0.4364,0.54011,0.35286,0.66431,0.43444,0.53122,0.32703,1.22221,1.35256,1.27473,1.36341,0.0088219,0.0088219,0.0088219
240,2000.79,1.33481,1.41756,1.36971,1.25672,0.6787,0.42577,0.53308,0.37908,0.66934,0.4199,0.52553,0.32588,1.1884,1.3101,1.26994,1.35894,0.00881695,0.00881695,0.00881695
241,2009.01,1.37085,1.41704,1.40427,1.28617,0.76396,0.39726,0.53122,0.36646,0.72393,0.40027,0.52804,0.3129,1.22248,1.35069,1.30536,1.37767,0.008812,0.008812,0.008812
242,2017.19,1.3791,1.46762,1.44058,1.27807,0.67762,0.41879,0.53059,0.36518,0.67129,0.41487,0.52636,0.33082,1.21515,1.31833,1.32132,1.37839,0.00880705,0.00880705,0.00880705
243,2025.61,1.40549,1.43264,1.41885,1.30241,0.64729,0.44618,0.53383,0.35554,0.63771,0.44031,0.52592,0.3308,1.21261,1.3053,1.29336,1.3686,0.0088021,0.0088021,0.0088021
244,2034.05,1.43059,1.49805,1.46334,1.29063,0.7641,0.39933,0.5299,0.35916,0.73912,0.39139,0.51393,0.33044,1.18192,1.31542,1.38287,1.3522,0.00879715,0.00879715,0.00879715
245,2042.25,1.31895,1.4033,1.35769,1.23464,0.69281,0.41928,0.53102,0.34779,0.68779,0.41292,0.52365,0.31154,1.22459,1.33825,1.31744,1.37016,0.0087922,0.0087922,0.0087922
246,2050.57,1.35516,1.44885,1.38296,1.26027,0.58374,0.4583,0.53002,0.3454,0.60003,0.4501,0.5216,0.31875,1.20332,1.3058,1.32935,1.36441,0.00878725,0.00878725,0.00878725
247,2058.99,1.34512,1.41502,1.37917,1.24466,0.59026,0.44031,0.52747,0.35041,0.70564,0.3953,0.5196,0.32171,1.22706,1.32454,1.32525,1.3612,0.0087823,0.0087823,0.0087823
248,2067.22,1.44866,1.50728,1.45573,1.29314,0.74049,0.38529,0.52973,0.35776,0.58473,0.41487,0.52526,0.31821,1.24723,1.33759,1.37313,1.36966,0.00877735,0.00877735,0.00877735
249,2075.56,1.39808,1.48221,1.4464,1.29787,0.71605,0.40705,0.5352,0.34762,0.70795,0.4127,0.53287,0.32103,1.2843,1.3349,1.36029,1.39803,0.0087724,0.0087724,0.0087724
250,2083.73,1.35879,1.43502,1.4066,1.2766,0.64306,0.4125,0.52829,0.35477,0.78397,0.36929,0.51997,0.3254,1.22761,1.33286,1.33645,1.37513,0.00876745,0.00876745,0.00876745
251,2092.18,1.37478,1.46894,1.39626,1.26039,0.67546,0.41879,0.534,0.36428,0.70108,0.39931,0.52692,0.31883,1.17374,1.32151,1.29069,1.35734,0.0087625,0.0087625,0.0087625
252,2100.45,1.34993,1.40786,1.38455,1.25382,0.67898,0.44702,0.53882,0.38377,0.6629,0.42716,0.5253,0.33513,1.18185,1.31765,1.26038,1.33945,0.00875755,0.00875755,0.00875755
253,2108.69,1.37475,1.46285,1.40565,1.26825,0.6852,0.42661,0.53379,0.36467,0.68203,0.42396,0.52838,0.32651,1.19812,1.2957,1.3809,1.34329,0.0087526,0.0087526,0.0087526
254,2116.91,1.41511,1.49523,1.44937,1.30861,0.64219,0.43053,0.53388,0.36367,0.63931,0.42661,0.52693,0.34244,1.17417,1.29687,1.27321,1.34513,0.00874765,0.00874765,0.00874765
255,2125.1,1.33496,1.43902,1.39621,1.28465,0.60707,0.42934,0.52219,0.36337,0.67582,0.39922,0.5164,0.33029,1.22677,1.32753,1.31401,1.36798,0.0087427,0.0087427,0.0087427
256,2133.33,1.33394,1.38757,1.38086,1.25368,0.71093,0.40509,0.52629,0.36038,0.70351,0.40117,0.51562,0.32775,1.16721,1.33532,1.27516,1.33139,0.00873775,0.00873775,0.00873775
257,2141.7,1.42614,1.48934,1.44604,1.28889,0.63088,0.47358,0.54848,0.37145,0.62236,0.46575,0.53885,0.34443,1.177,1.32631,1.25844,1.34377,0.0087328,0.0087328,0.0087328
258,2149.99,1.3577,1.42562,1.42027,1.28417,0.61919,0.47093,0.54459,0.37675,0.64089,0.44814,0.5317,0.34191,1.20349,1.33486,1.29669,1.35697,0.00872785,0.00872785,0.00872785
