epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1745,14480,1.219,1.29572,1.24167,1.17522,0.72062,0.50294,0.63135,0.4474,0.71782,0.50098,0.62481,0.40649,1.02501,1.16685,1.03474,1.21726,0.0013672,0.0013672,0.0013672
1746,14488.6,1.16483,1.27981,1.17608,1.1362,0.72696,0.50019,0.63067,0.45558,0.70866,0.50881,0.62305,0.41183,1.02327,1.1672,1.04091,1.21823,0.00136225,0.00136225,0.00136225
1747,14497,1.16924,1.28907,1.22251,1.16622,0.72456,0.50449,0.6315,0.45553,0.71831,0.50489,0.62427,0.40549,1.02581,1.16766,1.03656,1.2182,0.0013573,0.0013573,0.0013573
1748,14505.4,1.21087,1.32594,1.24225,1.18071,0.72181,0.51076,0.63086,0.45627,0.7132,0.51076,0.62228,0.39899,1.02899,1.16825,1.0371,1.21921,0.00135235,0.00135235,0.00135235
1749,14513.9,1.24665,1.32544,1.2503,1.19119,0.73668,0.50098,0.63112,0.45626,0.71492,0.50294,0.62204,0.40402,1.02976,1.16806,1.03019,1.21896,0.0013474,0.0013474,0.0013474
1750,14522.4,1.23533,1.3439,1.25758,1.17578,0.71598,0.51076,0.63098,0.45591,0.71049,0.50685,0.62076,0.4044,1.03129,1.16739,1.03312,1.22001,0.00134245,0.00134245,0.00134245
1751,14530.8,1.20955,1.33282,1.23668,1.18637,0.71533,0.51142,0.63056,0.45607,0.71032,0.50866,0.62052,0.39846,1.03018,1.16719,1.02951,1.21974,0.0013375,0.0013375,0.0013375
1752,14539.2,1.17598,1.30823,1.21442,1.15636,0.71645,0.50931,0.63126,0.45546,0.71138,0.50647,0.62065,0.40417,1.0308,1.16744,1.02896,1.21992,0.00133255,0.00133255,0.00133255
1753,14547.7,1.22863,1.35085,1.27072,1.18933,0.71886,0.51038,0.63038,0.45567,0.71334,0.50647,0.62004,0.40333,1.02862,1.16642,1.02672,1.2199,0.0013276,0.0013276,0.0013276
1754,14556.2,1.17699,1.2782,1.20626,1.14937,0.71761,0.50685,0.62959,0.447,0.71207,0.50294,0.61959,0.40329,1.02905,1.16607,1.02703,1.21989,0.00132265,0.00132265,0.00132265
1755,14564.7,1.21687,1.30244,1.21897,1.15983,0.72163,0.50223,0.62938,0.44736,0.71601,0.49832,0.61902,0.40263,1.02953,1.165,1.03067,1.22078,0.0013177,0.0013177,0.0013177
1756,14573.2,1.12528,1.21668,1.13458,1.1372,0.72546,0.50161,0.62875,0.44656,0.7198,0.49769,0.61898,0.4019,1.02883,1.16546,1.0305,1.22044,0.00131275,0.00131275,0.00131275
1757,14581.6,1.19725,1.31653,1.23019,1.15771,0.72602,0.50098,0.62964,0.4554,0.72035,0.49706,0.61939,0.40367,1.02686,1.16612,1.02977,1.22044,0.0013078,0.0013078,0.0013078
1758,14590.1,1.22667,1.33688,1.25036,1.18393,0.72595,0.50098,0.62943,0.44716,0.71804,0.49837,0.61904,0.40321,1.02924,1.16629,1.04512,1.22189,0.00130285,0.00130285,0.00130285
1759,14598.6,1.20315,1.30096,1.22929,1.16867,0.71946,0.50685,0.62977,0.45549,0.71391,0.50294,0.62004,0.40423,1.02809,1.16633,1.04589,1.22163,0.0012979,0.0012979,0.0012979
1760,14607,1.22353,1.32912,1.25671,1.17536,0.72027,0.50388,0.63033,0.45637,0.71252,0.50098,0.61934,0.40423,1.0295,1.16721,1.0413,1.22171,0.00129295,0.00129295,0.00129295
1761,14615.6,1.13243,1.25921,1.16547,1.13578,0.70608,0.51076,0.63053,0.45653,0.71252,0.49959,0.62103,0.40426,1.02874,1.16707,1.04437,1.22181,0.001288,0.001288,0.001288
1762,14624,1.19232,1.27884,1.21459,1.16284,0.68963,0.51744,0.63038,0.45589,0.70996,0.49817,0.62046,0.41157,1.02732,1.16656,1.03643,1.22127,0.00128305,0.00128305,0.00128305
1763,14632.4,1.19787,1.34466,1.23547,1.18095,0.73534,0.49479,0.62958,0.44714,0.72246,0.49119,0.62016,0.4109,1.02583,1.16612,1.02453,1.21976,0.0012781,0.0012781,0.0012781
1764,14640.9,1.24401,1.34156,1.25683,1.19321,0.73266,0.49315,0.63025,0.45616,0.72458,0.49119,0.62085,0.41118,1.02723,1.16582,1.0258,1.21965,0.00127315,0.00127315,0.00127315
1765,14649.7,1.21752,1.33335,1.22559,1.16397,0.73704,0.49365,0.6303,0.45536,0.73119,0.48973,0.62077,0.41123,1.02684,1.16535,1.03028,1.21974,0.0012682,0.0012682,0.0012682
1766,14658,1.19586,1.35724,1.24939,1.18408,0.7395,0.49315,0.62996,0.45572,0.73016,0.48924,0.6209,0.41067,1.02542,1.16507,1.0234,1.219,0.00126325,0.00126325,0.00126325
1767,14666.5,1.15453,1.2695,1.18311,1.14887,0.74316,0.49315,0.63004,0.45435,0.73727,0.48924,0.62039,0.41065,1.02795,1.16437,1.02674,1.21948,0.0012583,0.0012583,0.0012583
1768,14675.1,1.20219,1.32128,1.21412,1.17514,0.74437,0.49007,0.63022,0.45461,0.73842,0.48615,0.62014,0.40894,1.02977,1.1646,1.03282,1.22049,0.00125335,0.00125335,0.00125335
1769,14683.5,1.1577,1.27798,1.21366,1.15946,0.74917,0.49097,0.6295,0.45491,0.7351,0.48924,0.61961,0.40908,1.02619,1.16484,1.02568,1.21933,0.0012484,0.0012484,0.0012484
1770,14692.2,1.1982,1.25342,1.22103,1.16185,0.74472,0.49119,0.62941,0.45441,0.72729,0.48728,0.62063,0.40952,1.02481,1.16528,1.0312,1.21938,0.00124345,0.00124345,0.00124345
1771,14700.7,1.22683,1.34077,1.25578,1.2081,0.73222,0.4923,0.62931,0.45472,0.7264,0.48838,0.61962,0.40918,1.02759,1.16502,1.03406,1.22035,0.0012385,0.0012385,0.0012385
1772,14709.2,1.20099,1.34999,1.22866,1.17246,0.731,0.49119,0.62937,0.45415,0.72518,0.48728,0.62096,0.40888,1.02612,1.16564,1.0343,1.21905,0.00123355,0.00123355,0.00123355
1773,14717.7,1.18853,1.35031,1.21889,1.15786,0.72981,0.48924,0.62933,0.45478,0.72397,0.48532,0.61995,0.40938,1.02868,1.16495,1.03674,1.22024,0.0012286,0.0012286,0.0012286
1774,14726,1.1806,1.28916,1.18341,1.14542,0.73378,0.49085,0.62972,0.45538,0.72793,0.48693,0.62117,0.40996,1.02725,1.16462,1.02837,1.21877,0.00122365,0.00122365,0.00122365
1775,14734.5,1.16407,1.26739,1.19986,1.14732,0.73325,0.48951,0.63001,0.45518,0.72739,0.4856,0.62045,0.41037,1.02458,1.16425,1.02646,1.21844,0.0012187,0.0012187,0.0012187
1776,14743.1,1.17432,1.30369,1.20875,1.14813,0.73578,0.49046,0.62937,0.45529,0.72991,0.48654,0.62036,0.41,1.02567,1.16473,1.03353,1.21954,0.00121375,0.00121375,0.00121375
1777,14751.7,1.19494,1.30921,1.20951,1.1614,0.73956,0.48924,0.6296,0.45485,0.73364,0.48532,0.62027,0.41018,1.02504,1.16527,1.04163,1.22005,0.0012088,0.0012088,0.0012088
1778,14760.2,1.18751,1.26935,1.22554,1.15876,0.74645,0.48924,0.62919,0.4544,0.74048,0.48532,0.61967,0.40988,1.02599,1.16499,1.03546,1.21933,0.00120385,0.00120385,0.00120385
1779,14768.7,1.20972,1.30493,1.2128,1.16463,0.74223,0.48924,0.62961,0.45271,0.73629,0.48532,0.62073,0.40924,1.02443,1.16406,1.03438,1.2189,0.0011989,0.0011989,0.0011989
1780,14777.1,1.11538,1.25313,1.17159,1.1583,0.75767,0.48728,0.62905,0.45454,0.7487,0.48337,0.62052,0.40987,1.02692,1.16479,1.03721,1.21923,0.00119395,0.00119395,0.00119395
1781,14785.4,1.12137,1.24774,1.16802,1.14551,0.76388,0.48532,0.62933,0.45499,0.75075,0.48141,0.62049,0.40999,1.02605,1.16403,1.03605,1.21891,0.001189,0.001189,0.001189
1782,14793.9,1.20828,1.29152,1.22654,1.19405,0.76212,0.48532,0.62979,0.45377,0.7515,0.48141,0.62133,0.40365,1.02437,1.16466,1.03468,1.21811,0.00118405,0.00118405,0.00118405
1783,14802.6,1.19932,1.30505,1.2067,1.16179,0.75999,0.48532,0.62981,0.45347,0.75268,0.48141,0.62126,0.40396,1.02495,1.16505,1.03823,1.2185,0.0011791,0.0011791,0.0011791
1784,14811.1,1.16407,1.22919,1.18512,1.14473,0.75989,0.48532,0.62992,0.45413,0.73858,0.48654,0.62195,0.40343,1.0216,1.16423,1.02893,1.21645,0.00117415,0.00117415,0.00117415
1785,14819.4,1.14548,1.24596,1.1898,1.1421,0.74408,0.48931,0.6297,0.45409,0.73812,0.4854,0.62118,0.40332,1.02017,1.16396,1.02927,1.21596,0.0011692,0.0011692,0.0011692
1786,14828,1.23174,1.31824,1.25394,1.17099,0.74232,0.48532,0.62942,0.45481,0.73633,0.48141,0.62082,0.40292,1.0216,1.16404,1.02937,1.21652,0.00116425,0.00116425,0.00116425
1787,14836.4,1.17774,1.30114,1.19474,1.15668,0.74288,0.48728,0.62826,0.45439,0.7399,0.48532,0.62313,0.40351,1.02039,1.16352,1.02534,1.21581,0.0011593,0.0011593,0.0011593
1788,14844.8,1.16283,1.27135,1.19179,1.15205,0.74586,0.48924,0.62762,0.45445,0.74175,0.48728,0.62219,0.40407,1.01778,1.16366,1.02978,1.21565,0.00115435,0.00115435,0.00115435
1789,14853.1,1.15395,1.28939,1.18432,1.15959,0.74645,0.48924,0.62795,0.455,0.74347,0.48728,0.62205,0.40388,1.01955,1.16347,1.02408,1.21562,0.0011494,0.0011494,0.0011494
1790,14861.4,1.20133,1.29595,1.21565,1.16383,0.74444,0.48924,0.62768,0.4549,0.74146,0.48728,0.62166,0.40378,1.02154,1.16342,1.03955,1.21696,0.00114445,0.00114445,0.00114445
1791,14870,1.19112,1.27253,1.19381,1.16504,0.74593,0.48924,0.6276,0.45513,0.74295,0.48728,0.62229,0.40425,1.0203,1.16397,1.03156,1.21622,0.0011395,0.0011395,0.0011395
1792,14878.5,1.23121,1.35971,1.2552,1.18472,0.79344,0.46967,0.62815,0.45595,0.79014,0.46771,0.62218,0.3978,1.02083,1.16378,1.03121,1.21616,0.00113455,0.00113455,0.00113455
1793,14886.9,1.1681,1.31066,1.19027,1.16117,0.7999,0.46939,0.62805,0.44688,0.79657,0.46743,0.62196,0.40342,1.02188,1.16363,1.03078,1.21691,0.0011296,0.0011296,0.0011296
1794,14895.4,1.23827,1.31848,1.24324,1.19059,0.74697,0.48532,0.62826,0.44689,0.74396,0.48337,0.62211,0.40249,1.02133,1.16293,1.03057,1.21632,0.00112465,0.00112465,0.00112465
1795,14903.8,1.19697,1.32892,1.21771,1.15334,0.75418,0.48532,0.62832,0.44639,0.75114,0.48337,0.62189,0.40966,1.02149,1.16269,1.03742,1.21701,0.0011197,0.0011197,0.0011197
1796,14912.2,1.21631,1.35483,1.25397,1.16047,0.76418,0.48532,0.6283,0.44654,0.76046,0.48337,0.62217,0.40947,1.02136,1.16273,1.03949,1.2164,0.00111475,0.00111475,0.00111475
1797,14920.5,1.13391,1.2335,1.14894,1.14068,0.73524,0.49119,0.62924,0.44612,0.73231,0.48924,0.62252,0.40955,1.01894,1.16209,1.02463,1.21421,0.0011098,0.0011098,0.0011098
1798,14928.9,1.10775,1.2253,1.14611,1.11575,0.73543,0.49511,0.62968,0.44627,0.73252,0.49315,0.62293,0.39829,1.01947,1.1621,1.03106,1.21451,0.00110485,0.00110485,0.00110485
1799,14937.4,1.22225,1.32769,1.22811,1.1563,0.76308,0.48532,0.62896,0.44593,0.76001,0.48337,0.62313,0.40254,1.02109,1.16261,1.03144,1.21519,0.0010999,0.0010999,0.0010999
1800,14945.8,1.22856,1.33546,1.25454,1.17579,0.77394,0.47162,0.63033,0.44567,0.77073,0.46967,0.62293,0.40423,1.01994,1.16238,1.02317,1.2144,0.00109495,0.00109495,0.00109495
1801,14954.2,1.18873,1.30888,1.21359,1.17479,0.7752,0.4724,0.63015,0.44561,0.77199,0.47044,0.62305,0.40604,1.0191,1.16339,1.02077,1.2143,0.00109,0.00109,0.00109
1802,14962.4,1.17622,1.25062,1.19979,1.14986,0.77168,0.48337,0.6294,0.454,0.76855,0.48141,0.62243,0.40518,1.01906,1.16364,1.03009,1.21413,0.00108505,0.00108505,0.00108505
1803,14970.9,1.1745,1.3042,1.20159,1.15187,0.7719,0.48344,0.62966,0.45449,0.76878,0.48148,0.62232,0.41072,1.02035,1.16465,1.02594,1.21413,0.0010801,0.0010801,0.0010801
1804,14979.5,1.23447,1.38198,1.27676,1.19905,0.77653,0.48337,0.63035,0.45481,0.77338,0.48141,0.62308,0.40561,1.01913,1.16447,1.02213,1.21286,0.00107515,0.00107515,0.00107515
1805,14988,1.1611,1.25888,1.18333,1.1524,0.77345,0.48141,0.62979,0.45499,0.76906,0.47945,0.62342,0.41109,1.01874,1.16466,1.0225,1.21253,0.0010702,0.0010702,0.0010702
1806,14996.6,1.17552,1.29307,1.19691,1.15924,0.77172,0.48141,0.62985,0.45342,0.76858,0.47945,0.62268,0.40488,1.01796,1.16498,1.02886,1.2123,0.00106525,0.00106525,0.00106525
1807,15005.1,1.21666,1.30682,1.23357,1.18836,0.77116,0.48532,0.63051,0.45333,0.76238,0.48337,0.62354,0.40574,1.01633,1.16574,1.01908,1.21162,0.0010603,0.0010603,0.0010603
1808,15013.5,1.18609,1.29624,1.19369,1.14252,0.75849,0.48553,0.63088,0.45464,0.75543,0.48358,0.62447,0.41066,1.01847,1.16533,1.02421,1.21216,0.00105535,0.00105535,0.00105535
1809,15022,1.16246,1.25883,1.17266,1.14444,0.76086,0.48564,0.63132,0.45402,0.75779,0.48369,0.62463,0.41066,1.01716,1.16477,1.02151,1.21178,0.0010504,0.0010504,0.0010504
1810,15030.6,1.23666,1.33156,1.24853,1.20157,0.76278,0.48532,0.63225,0.45447,0.7597,0.48337,0.62525,0.41039,1.01906,1.16496,1.02613,1.21308,0.00104545,0.00104545,0.00104545
1811,15039,1.2255,1.35581,1.24423,1.17985,0.72129,0.50489,0.63158,0.45464,0.71849,0.50294,0.62474,0.4046,1.01619,1.16469,1.02728,1.2123,0.0010405,0.0010405,0.0010405
1812,15047.3,1.15237,1.29208,1.18133,1.15166,0.76114,0.48924,0.63264,0.45494,0.7581,0.48728,0.62593,0.40597,1.01519,1.16536,1.02308,1.21199,0.00103555,0.00103555,0.00103555
1813,15055.7,1.19323,1.28787,1.20168,1.17785,0.76387,0.48924,0.63264,0.45406,0.75962,0.48728,0.62571,0.41046,1.01737,1.1655,1.02322,1.21209,0.0010306,0.0010306,0.0010306
1814,15064.1,1.2339,1.33814,1.24842,1.19479,0.76582,0.48924,0.63279,0.45426,0.76276,0.48728,0.62553,0.41033,1.01869,1.1643,1.02076,1.21273,0.00102565,0.00102565,0.00102565
1815,15072.7,1.18135,1.33556,1.19476,1.14274,0.76537,0.48924,0.6314,0.45437,0.76231,0.48728,0.62387,0.41019,1.01824,1.16458,1.01974,1.21258,0.0010207,0.0010207,0.0010207
1816,15081.2,1.17425,1.25325,1.20144,1.15356,0.731,0.49458,0.63195,0.45406,0.72911,0.49512,0.62482,0.40415,1.01846,1.16326,1.02596,1.21221,0.00101575,0.00101575,0.00101575
1817,15089.7,1.23806,1.33512,1.24826,1.1813,0.74266,0.49315,0.63195,0.45334,0.73972,0.49119,0.62469,0.40494,1.01813,1.16334,1.02944,1.2126,0.0010108,0.0010108,0.0010108
1818,15098.2,1.19758,1.31527,1.20178,1.13447,0.73396,0.49315,0.63265,0.45455,0.71589,0.50098,0.62568,0.40552,1.02129,1.16334,1.0315,1.21319,0.00100585,0.00100585,0.00100585
1819,15106.6,1.17812,1.28915,1.20177,1.15035,0.72171,0.50294,0.63362,0.45435,0.7189,0.50098,0.62688,0.40541,1.02117,1.16346,1.02987,1.21401,0.0010009,0.0010009,0.0010009
1820,15115,1.17608,1.28399,1.20927,1.15054,0.74695,0.49679,0.63405,0.45467,0.74401,0.49483,0.62725,0.40557,1.01948,1.16301,1.02844,1.21289,0.00099595,0.00099595,0.00099595
1821,15123.5,1.21171,1.37093,1.23737,1.17831,0.72726,0.50098,0.63392,0.45469,0.72442,0.49902,0.62729,0.40601,1.01803,1.16306,1.03165,1.21191,0.000991,0.000991,0.000991
1822,15132,1.11916,1.22595,1.15855,1.12205,0.73654,0.49706,0.63383,0.45523,0.73364,0.49511,0.62712,0.41066,1.01703,1.16243,1.02974,1.21147,0.00098605,0.00098605,0.00098605
1823,15140.6,1.16748,1.27511,1.18304,1.13437,0.7367,0.49511,0.63349,0.45516,0.73379,0.49315,0.62684,0.4104,1.0147,1.16271,1.02785,1.21111,0.0009811,0.0009811,0.0009811
1824,15149.2,1.19365,1.31623,1.20905,1.13962,0.74596,0.49511,0.63352,0.45558,0.74245,0.49315,0.62723,0.41083,1.01519,1.16252,1.03006,1.21129,0.00097615,0.00097615,0.00097615
1825,15157.8,1.20546,1.32436,1.21395,1.16764,0.73562,0.49511,0.63394,0.45487,0.73271,0.49315,0.62711,0.40562,1.01692,1.16285,1.0313,1.21155,0.0009712,0.0009712,0.0009712
1826,15166.5,1.19992,1.33331,1.24376,1.18597,0.73908,0.49511,0.63362,0.45581,0.73615,0.49315,0.62726,0.4063,1.01459,1.16274,1.02817,1.21096,0.00096625,0.00096625,0.00096625
1827,15175,1.14554,1.18408,1.15281,1.14069,0.73565,0.49315,0.63332,0.45508,0.732,0.49119,0.62673,0.40721,1.0166,1.16253,1.0285,1.2112,0.0009613,0.0009613,0.0009613
1828,15183.6,1.18861,1.31996,1.22421,1.15308,0.74154,0.49315,0.63428,0.45535,0.7386,0.49119,0.62755,0.40718,1.01808,1.16223,1.03012,1.21137,0.00095635,0.00095635,0.00095635
1829,15192.4,1.19872,1.33645,1.22704,1.16316,0.74576,0.49315,0.63341,0.4552,0.7428,0.49119,0.62724,0.40035,1.01755,1.16204,1.03038,1.21145,0.0009514,0.0009514,0.0009514
1830,15201,1.12512,1.22204,1.15451,1.16286,0.74149,0.49315,0.63316,0.45557,0.73565,0.49119,0.62692,0.40007,1.01691,1.16161,1.03123,1.2116,0.00094645,0.00094645,0.00094645
1831,15209.5,1.21982,1.3055,1.21962,1.15916,0.72049,0.49511,0.63307,0.45507,0.72205,0.49119,0.6269,0.40782,1.01566,1.16125,1.03048,1.2113,0.0009415,0.0009415,0.0009415
1832,15217.9,1.21044,1.29567,1.21463,1.16576,0.71814,0.49706,0.63313,0.45536,0.71532,0.49511,0.6272,0.40677,1.01699,1.16093,1.03342,1.21115,0.00093655,0.00093655,0.00093655
1833,15226.4,1.17313,1.28989,1.20827,1.15613,0.71471,0.49706,0.63331,0.45558,0.71802,0.49332,0.62655,0.39988,1.01513,1.16084,1.0304,1.21119,0.0009316,0.0009316,0.0009316
1834,15235.1,1.24253,1.33067,1.2349,1.15962,0.7153,0.49706,0.63374,0.45588,0.71867,0.49511,0.62732,0.40613,1.01248,1.16161,1.02687,1.2108,0.00092665,0.00092665,0.00092665
1835,15243.6,1.20466,1.35217,1.2444,1.19206,0.71168,0.49753,0.6333,0.45681,0.72146,0.49511,0.6267,0.40005,1.0128,1.16227,1.02856,1.21118,0.0009217,0.0009217,0.0009217
1836,15252.1,1.18546,1.31348,1.2194,1.19177,0.7148,0.50519,0.63309,0.45736,0.71967,0.49511,0.62649,0.39941,1.01246,1.16197,1.02745,1.21069,0.00091675,0.00091675,0.00091675
1837,15260.6,1.17201,1.26967,1.18816,1.15691,0.71606,0.5034,0.63235,0.45655,0.7105,0.49949,0.6245,0.39236,1.01173,1.16211,1.02821,1.21098,0.0009118,0.0009118,0.0009118
1838,15269,1.12777,1.23382,1.15846,1.12259,0.71823,0.50294,0.6329,0.45641,0.71661,0.50098,0.62631,0.39349,1.01063,1.1619,1.02678,1.21074,0.00090685,0.00090685,0.00090685
1839,15277.7,1.18599,1.28606,1.18805,1.15357,0.71002,0.51663,0.6323,0.45637,0.71615,0.49315,0.62449,0.39873,1.009,1.1622,1.02556,1.21082,0.0009019,0.0009019,0.0009019
1840,15286,1.1534,1.25719,1.18719,1.14592,0.71075,0.51272,0.63183,0.45594,0.71064,0.50098,0.62507,0.39278,1.01189,1.16203,1.02948,1.21171,0.00089695,0.00089695,0.00089695
1841,15294.3,1.2035,1.31174,1.23373,1.17297,0.71118,0.51079,0.6325,0.45646,0.70388,0.50238,0.62457,0.39272,1.01294,1.16153,1.02943,1.21129,0.000892,0.000892,0.000892
1842,15302.7,1.2123,1.33247,1.22653,1.17875,0.7085,0.51272,0.63239,0.45612,0.70103,0.50685,0.62463,0.39204,1.01084,1.16146,1.02816,1.21059,0.00088705,0.00088705,0.00088705
1843,15311,1.17644,1.26362,1.20549,1.16398,0.71064,0.51272,0.6323,0.45647,0.70348,0.50685,0.62422,0.39866,1.01045,1.16195,1.02791,1.21064,0.0008821,0.0008821,0.0008821
1844,15319.6,1.26552,1.39774,1.28321,1.20378,0.7115,0.51159,0.63183,0.4561,0.70193,0.50233,0.62403,0.39801,1.01043,1.16141,1.02727,1.21049,0.00087715,0.00087715,0.00087715
1845,15328.1,1.16026,1.24563,1.19436,1.1651,0.71044,0.51076,0.63191,0.45667,0.70007,0.49706,0.62393,0.39947,1.00953,1.16162,1.02672,1.20972,0.0008722,0.0008722,0.0008722
1846,15336.8,1.18551,1.29593,1.20543,1.14287,0.71027,0.51663,0.63157,0.44791,0.70413,0.50298,0.62381,0.39862,1.01261,1.16188,1.02647,1.21038,0.00086725,0.00086725,0.00086725
1847,15345.4,1.23439,1.37963,1.26062,1.18019,0.70957,0.51272,0.6314,0.44786,0.7029,0.50004,0.62347,0.39878,1.00996,1.16213,1.02487,1.21025,0.0008623,0.0008623,0.0008623
1848,15353.9,1.18861,1.27659,1.20673,1.16967,0.71887,0.51042,0.6326,0.44817,0.71017,0.50348,0.62377,0.39358,1.01191,1.16193,1.02718,1.21039,0.00085735,0.00085735,0.00085735
1849,15362.4,1.23611,1.31323,1.24063,1.1885,0.71391,0.50787,0.63171,0.44769,0.70524,0.50099,0.62248,0.39902,1.01051,1.16163,1.0266,1.21034,0.0008524,0.0008524,0.0008524
1850,15370.9,1.20254,1.30645,1.21343,1.16771,0.71231,0.50881,0.63207,0.44773,0.70549,0.50098,0.62556,0.39881,1.01143,1.16087,1.02676,1.21034,0.00084745,0.00084745,0.00084745
1851,15379.6,1.23969,1.34394,1.25488,1.17669,0.70893,0.50047,0.63124,0.44734,0.70616,0.49851,0.62539,0.39346,1.01205,1.16142,1.02649,1.21048,0.0008425,0.0008425,0.0008425
1852,15387.9,1.16355,1.26181,1.19654,1.1602,0.70802,0.50302,0.63156,0.44708,0.70575,0.50692,0.62619,0.3999,1.01087,1.16102,1.02606,1.21015,0.00083755,0.00083755,0.00083755
1853,15396.4,1.17264,1.27412,1.2017,1.15731,0.71767,0.50243,0.63135,0.44692,0.71488,0.50047,0.62661,0.39917,1.01078,1.16065,1.02594,1.21043,0.0008326,0.0008326,0.0008326
1854,15405,1.2262,1.29898,1.24926,1.17138,0.71846,0.50439,0.63201,0.44789,0.71567,0.50243,0.62713,0.39952,1.0121,1.16102,1.02619,1.21034,0.00082765,0.00082765,0.00082765
1855,15413.4,1.14997,1.25277,1.15915,1.13783,0.71181,0.50752,0.62976,0.44711,0.70906,0.50556,0.62655,0.39944,1.0155,1.16078,1.03303,1.21102,0.0008227,0.0008227,0.0008227
1856,15421.8,1.21461,1.27605,1.23492,1.15793,0.70858,0.51076,0.62936,0.44688,0.70586,0.50881,0.62635,0.39913,1.01525,1.16147,1.03102,1.21108,0.00081775,0.00081775,0.00081775
1857,15430.3,1.19807,1.29023,1.20366,1.15538,0.71257,0.50881,0.63062,0.44731,0.70786,0.51076,0.62662,0.39333,1.0146,1.16086,1.03153,1.21109,0.0008128,0.0008128,0.0008128
1858,15438.8,1.15616,1.29143,1.20165,1.15858,0.71796,0.50813,0.62917,0.44725,0.7152,0.50618,0.62692,0.39897,1.01355,1.16015,1.03078,1.21054,0.00080785,0.00080785,0.00080785
1859,15447.1,1.14379,1.25763,1.17137,1.13593,0.73874,0.49248,0.62925,0.4463,0.7358,0.49052,0.62663,0.39852,1.0156,1.15991,1.0308,1.21081,0.0008029,0.0008029,0.0008029
1860,15455.6,1.19473,1.28985,1.19521,1.15116,0.7143,0.51076,0.63006,0.44688,0.71157,0.50881,0.62726,0.39355,1.01342,1.1599,1.02741,1.21082,0.00079795,0.00079795,0.00079795
1861,15464.1,1.2004,1.29816,1.22829,1.17905,0.71367,0.50729,0.63291,0.44749,0.71092,0.50533,0.62782,0.39988,1.01654,1.15936,1.02999,1.21183,0.000793,0.000793,0.000793
1862,15472.6,1.1707,1.25824,1.20288,1.14765,0.71093,0.51016,0.63238,0.44679,0.7082,0.5082,0.62732,0.39905,1.01465,1.15942,1.02649,1.21139,0.00078805,0.00078805,0.00078805
1863,15480.9,1.17581,1.30247,1.22441,1.17687,0.71667,0.51076,0.63121,0.44742,0.70679,0.51417,0.62755,0.39959,1.0141,1.15885,1.02573,1.21137,0.0007831,0.0007831,0.0007831
1864,15489.4,1.13487,1.22606,1.17346,1.14206,0.71352,0.50881,0.63174,0.44782,0.70925,0.51076,0.62796,0.39983,1.01444,1.15917,1.02672,1.21166,0.00077815,0.00077815,0.00077815
1865,15497.8,1.15007,1.25716,1.18277,1.13711,0.70843,0.51076,0.63291,0.4477,0.70656,0.51832,0.62758,0.40684,1.01549,1.15912,1.02287,1.21144,0.0007732,0.0007732,0.0007732
1866,15506.3,1.1889,1.27836,1.21201,1.15015,0.71002,0.5127,0.63296,0.44753,0.70572,0.51468,0.62764,0.40779,1.01693,1.15881,1.02535,1.21211,0.00076825,0.00076825,0.00076825
1867,15514.7,1.15944,1.26793,1.19755,1.16865,0.70984,0.51076,0.6318,0.44734,0.70477,0.51388,0.62649,0.40619,1.01348,1.15904,1.02462,1.21179,0.0007633,0.0007633,0.0007633
1868,15523.1,1.16748,1.30512,1.20259,1.17616,0.71391,0.51275,0.63062,0.44752,0.70795,0.51468,0.62682,0.40605,1.01482,1.159,1.02407,1.21173,0.00075835,0.00075835,0.00075835
1869,15531.6,1.19021,1.32205,1.21625,1.17721,0.73025,0.49511,0.63256,0.44829,0.70462,0.50884,0.62687,0.40615,1.01681,1.15914,1.02582,1.21233,0.0007534,0.0007534,0.0007534
1870,15540.1,1.17964,1.30294,1.22304,1.16422,0.70431,0.51274,0.63127,0.44743,0.70162,0.51079,0.62617,0.40556,1.01671,1.15858,1.02477,1.21218,0.00074845,0.00074845,0.00074845
1871,15548.5,1.20643,1.29405,1.22314,1.15499,0.70102,0.50932,0.63107,0.44716,0.69863,0.50809,0.62592,0.40537,1.01981,1.15878,1.02839,1.21247,0.0007435,0.0007435,0.0007435
1872,15557,1.2329,1.3088,1.24349,1.18351,0.70022,0.51663,0.63071,0.44613,0.69757,0.51468,0.62563,0.39803,1.01667,1.15839,1.02584,1.21203,0.00073855,0.00073855,0.00073855
1873,15565.4,1.19186,1.33173,1.21739,1.14672,0.7013,0.51468,0.63088,0.4464,0.69751,0.51468,0.62574,0.39814,1.01801,1.15866,1.02922,1.21218,0.0007336,0.0007336,0.0007336
1874,15573.9,1.2325,1.31916,1.23768,1.16542,0.73157,0.49511,0.63251,0.44779,0.69871,0.51283,0.62743,0.39907,1.01585,1.15827,1.02629,1.21128,0.00072865,0.00072865,0.00072865
1875,15582.4,1.13882,1.25934,1.19072,1.16087,0.70083,0.51344,0.63272,0.44755,0.69846,0.51222,0.62723,0.39292,1.01703,1.15787,1.02624,1.21181,0.0007237,0.0007237,0.0007237
